seed,d_z,rung,K,E_inf,E_train,ce_bits,wall_train,wall_infer,diag_grad,diag_halvings,analytic_floor,min_atom_dist
4,6,i_linear,7,19,80510075,0.38183671477197767,0.021188020706176758,0.003376007080078125,9.794205573154522e-18,0,0.38329901721957094,0.2751470714363308
4,6,ii_twolayer,513,1095,197253900000,0.004492855735902812,14.602943181991577,0.06312155723571777,0.004103525877476892,0,0.38329901721957094,0.2751470714363308
4,6,iii_oracle,12740,34581,0,1.44269576227845e-06,0.0,0.6800992488861084,1.0,0,0.38329901721957094,0.2751470714363308
5,6,i_linear,7,19,80510075,0.5415146728523896,0.021625995635986328,0.00531005859375,8.163376809294988e-18,0,0.5421109903035458,0.3117124505374286
5,6,ii_twolayer,513,1095,197253900000,0.12418836053464327,14.481597185134888,0.06314754486083984,0.11965887110278874,2,0.5421109903035458,0.3117124505374286
5,6,iii_oracle,12740,34581,0,1.44269576227845e-06,0.0,0.6839680671691895,1.0,0,0.5421109903035458,0.3117124505374286
6,6,i_linear,7,19,80510075,0.5949121623895169,0.022596120834350586,0.005007028579711914,1.4841547520028565e-18,0,0.5952797107360172,0.2706327250867384
6,6,ii_twolayer,513,1095,197253900000,0.13863477309065797,14.47278642654419,0.06110429763793945,0.12889550114236686,2,0.5952797107360172,0.2706327250867384
6,6,iii_oracle,12740,34581,0,1.44269576227845e-06,0.0,0.6783080101013184,1.0,0,0.5952797107360172,0.2706327250867384
7,6,i_linear,7,19,80510075,0.4870777154380152,0.02148294448852539,0.0038111209869384766,9.681302036985935e-18,0,0.48539573300765954,0.14165990232161144
7,6,ii_twolayer,513,1095,197253900000,0.08312928056827275,14.442123651504517,0.062361955642700195,0.07743608941972019,0,0.48539573300765954,0.14165990232161144
7,6,iii_oracle,12740,34581,0,1.44269576227845e-06,0.0,0.6796185970306396,1.0,0,0.48539573300765954,0.14165990232161144
8,6,i_linear,7,19,80510075,0.5567132046676995,0.021677255630493164,0.003805875778198242,3.588390891827309e-17,0,0.5594376555346194,0.24010842541106522
8,6,ii_twolayer,513,1095,197253900000,0.037658018543523915,14.486820697784424,0.06330990791320801,0.035733593187199014,2,0.5594376555346194,0.24010842541106522
